Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
,,,19600,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,665,,FALSCH,WAHR
,,,19217,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,707,,FALSCH,WAHR
,,,18833,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,749,,FALSCH,WAHR
,,,20114,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,577,,FALSCH,WAHR
,,,19692,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,619,,FALSCH,WAHR
,,,19271,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,662,,FALSCH,WAHR
,,,18849,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,704,,FALSCH,WAHR
,,,18428,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,746,,FALSCH,WAHR
,,,19861,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,574,,FALSCH,WAHR
,,,19401,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,617,,FALSCH,WAHR
,,,18942,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,659,,FALSCH,WAHR
,,,18482,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,701,,FALSCH,WAHR
,,,18022,Mazda-3-SKY-G-122PS-AT-ACC-MatrixLED-Navi-Leder-BOSE,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,744,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",19590,18835,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,Mazda 6 Limo SKY-D 175PS SPORTS Nav Kamera BOSE HeadUp,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
55.350 km<br>
<strong>Hubraum</strong>
2.191 cm³<br>
<strong>Leistung</strong>
129 kW (175 PS)<br>
<strong>Kraftstoffart</strong>
Diesel<br>
<strong>Verbrauch</strong><br>
ca. 4,5 l/100km (kombiniert)<br>
ca. 5,5 l/100km (innerorts)<br>
ca. 3,9 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 119 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
06/2017<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Matrixgrau<br>
<strong>Farbe</strong>
Grau Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Andere<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Adaptives Kurvenlicht, Alarmanlage, Armlehne, Beheizbares Lenkrad, Berganfahrassistent, Bluetooth, Bordcomputer, CD-Spieler, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Fernlichtassistent, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Head-Up Display, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Müdigkeitswarner, Multifunktionslenkrad, Musikstreaming integriert, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notbremsassistent, Pannenkit, Partikelfilter, Radio DAB, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Schlüssellose Zentralverriegelung, Servolenkung, Sitzheizung, Sommerreifen, Soundsystem, Sprachsteuerung, Spurhalteassistent, Start/Stopp-Automatik, Tempomat, Totwinkel-Assistent, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Mazda,,"Marke_Mazda, Typ_Limousine, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_150 bis 200 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Grau, Kraftstoff_Diesel, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,601,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/IlkAAOSwPlJfA1x-/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/jlgAAOSwJaVfA1x-/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/h6oAAOSw6ElfA1x-/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ZjAAAOSwMtBfA1x-/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ea0AAOSwtfVfA1x-/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/dfYAAOSwe79fA1x-/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/yuQAAOSwH0dfA1x-/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/FmEAAOSwHqRfA1x-/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/KrEAAOSwIYxfA1x-/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/39YAAOSwXsJfA1x-/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/uxQAAOSwic5fA1x-/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/bQ4AAOSw6upfA1x-/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/ozAAAOSweYlfA1x-/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/cU0AAOSwm91fA1x-/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/jdwAAOSwr5FfA1x-/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/IlkAAOSwPlJfA1x-/$_27.JPG,16,,,,,,,,,,,nil
,,,18737,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,637,,FALSCH,WAHR
,,,18639,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,673,,FALSCH,WAHR
,,,18541,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,709,,FALSCH,WAHR
,,,18443,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,746,,FALSCH,WAHR
,,,18616,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,581,,FALSCH,WAHR
,,,18486,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,617,,FALSCH,WAHR
,,,18355,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,653,,FALSCH,WAHR
,,,18225,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,690,,FALSCH,WAHR
,,,18094,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,726,,FALSCH,WAHR
,,,18398,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,569,,FALSCH,WAHR
,,,18235,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,605,,FALSCH,WAHR
,,,18072,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,642,,FALSCH,WAHR
,,,17908,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,678,,FALSCH,WAHR
,,,17745,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,714,,FALSCH,WAHR
,,,18180,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,561,,FALSCH,WAHR
,,,17984,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,598,,FALSCH,WAHR
,,,17788,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,634,,FALSCH,WAHR
,,,17592,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,670,,FALSCH,WAHR
,,,17396,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,724,,FALSCH,WAHR
,,,17961,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,572,,FALSCH,WAHR
,,,17733,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,608,,FALSCH,WAHR
,,,17504,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,644,,FALSCH,WAHR
,,,17276,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,680,,FALSCH,WAHR
,,,17047,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,716,,FALSCH,WAHR
,,,17743,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,565,,FALSCH,WAHR
,,,17482,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,601,,FALSCH,WAHR
,,,17220,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,637,,FALSCH,WAHR
,,,16959,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,673,,FALSCH,WAHR
,,,16698,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,710,,FALSCH,WAHR
,,,17524,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,560,,FALSCH,WAHR
,,,17231,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,596,,FALSCH,WAHR
,,,16937,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,633,,FALSCH,WAHR
,,,16643,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,669,,FALSCH,WAHR
,,,16349,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,705,,FALSCH,WAHR
,,,17306,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,557,,FALSCH,WAHR
,,,16980,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,593,,FALSCH,WAHR
,,,16653,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,629,,FALSCH,WAHR
,,,16327,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,665,,FALSCH,WAHR
,,,16000,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,701,,FALSCH,WAHR
,,,17088,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,553,,FALSCH,WAHR
,,,16728,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,589,,FALSCH,WAHR
,,,16369,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,625,,FALSCH,WAHR
,,,16010,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,662,,FALSCH,WAHR
,,,15651,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,698,,FALSCH,WAHR
,,,16869,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,551,,FALSCH,WAHR
,,,16477,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,587,,FALSCH,WAHR
,,,16086,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,623,,FALSCH,WAHR
,,,15694,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,659,,FALSCH,WAHR
,,,15302,Mazda-6-Limo-SKY-D-175PS-SPORTS-Nav-Kamera-BOSE-HeadUp,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,695,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",27990,26983,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,Mazda 6 SKY-G 194PS AT Sportsline Vollausstattung Top!,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Kombi<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
13.740 km<br>
<strong>Hubraum</strong>
2.488 cm³<br>
<strong>Leistung</strong>
143 kW (194 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 6,8 l/100km (kombiniert)<br>
ca. 8,9 l/100km (innerorts)<br>
ca. 5,6 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 161 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6d-TEMP<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
07/2019<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
2-Zonen-Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Matrixgrau<br>
<strong>Farbe</strong>
Grau Metallic<br>
<strong>Innenausstattung</strong>
Vollleder, Braun<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Abstandstempomat, Alarmanlage, Android Auto, Apple CarPlay, Armlehne, Beheizbares Lenkrad, Berganfahrassistent, Blendfreies Fernlicht, Bluetooth, Bordcomputer, CD-Spieler, Dachreling, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Sitzeinstellung, Elektr. Wegfahrsperre, ESP, Fernlichtassistent, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Head-Up Display, Innenspiegel autom. abblendend, Isofix, Kurvenlicht, Lederlenkrad, LED-Scheinwerfer, LED-Tagfahrlicht, Leichtmetallfelgen, Lichtsensor, Lordosenstütze, Müdigkeitswarner, Multifunktionslenkrad, Musikstreaming integriert, Navigationssystem, Nebelscheinwerfer, Nichtraucher-Fahrzeug, Notbremsassistent, Pannenkit, Radio DAB, Regensensor, Reifendruckkontrolle, Schaltwippen, Scheckheftgepflegt, Scheinwerferreinigung, Schiebedach, Schlüssellose Zentralverriegelung, Servolenkung, Sitzbelüftung, Sitzheizung, Sitzheizung hinten, Soundsystem, Sprachsteuerung, Spurhalteassistent, Start/Stopp-Automatik, Totwinkel-Assistent, Touchscreen, Traktionskontrolle, Tuner/Radio, USB, Verkehrszeichenerkennung, Zentralverriegelung
</p>",Mazda,,"Marke_Mazda, Typ_Kombi, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_150 bis 200 PS,Leistung_Alle, Schaltung_Automatik, Farbe_Grau, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,760,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/rTwAAOSwkNNfMYAY/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/QzgAAOSw8xRfMYAY/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/Y-oAAOSwUhdfMYAa/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/s9oAAOSwg4RfMYAb/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/3SwAAOSwA8tfMYAa/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/PVsAAOSwMYJfMYAY/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/oLcAAOSw3IFfMYAc/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/1CAAAOSwellfMYAa/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/m0kAAOSwGOVfMYAa/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/zGoAAOSwe9xfMYAY/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/9zcAAOSwJ7hfMYAY/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/c8cAAOSwbqZfMYAY/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/j-EAAOSwtq1fMYAY/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/Rv4AAOSwpexfMYAb/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/0ggAAOSwbBRfMYAa/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/rTwAAOSwkNNfMYAY/$_27.JPG,16,,,,,,,,,,,nil
,,,26843,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,812,,FALSCH,WAHR
,,,26703,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,863,,FALSCH,WAHR
,,,26563,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,915,,FALSCH,WAHR
,,,26423,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,966,,FALSCH,WAHR
,,,26680,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,740,,FALSCH,WAHR
,,,26494,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,792,,FALSCH,WAHR
,,,26307,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,843,,FALSCH,WAHR
,,,26121,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,895,,FALSCH,WAHR
,,,25934,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,946,,FALSCH,WAHR
,,,26378,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,728,,FALSCH,WAHR
,,,26145,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,780,,FALSCH,WAHR
,,,25912,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,831,,FALSCH,WAHR
,,,25678,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,883,,FALSCH,WAHR
,,,25445,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,934,,FALSCH,WAHR
,,,26076,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,720,,FALSCH,WAHR
,,,25796,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,772,,FALSCH,WAHR
,,,25516,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,823,,FALSCH,WAHR
,,,25236,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,875,,FALSCH,WAHR
,,,24956,Mazda-6-SKY-G-194PS-AT-Sportsline-Vollausstattung-Top!,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,945,,FALSCH,WAHR
